time,overall,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,one_reliability
4/6/2020 5:45,3,4,0,7,0,3,0,15,0.598955369
4/6/2020 5:50,6.6,1,5,10,0,8,0,8,0.545653899
4/6/2020 5:50,1.6,3.5,2.5,6.5,0,7,0,15,0.598955369
4/6/2020 5:50,5.6,0,9,4,0,6,0,18,0.615532595
4/6/2020 5:55,5.1,6,7,7,0,9,0,2,0.592434563
4/6/2020 5:55,0.9,10,8,5,0,5,0,4,0.666575558
4/6/2020 5:55,5.4,5,7,3,9,3,0,5,0.729506318
4/6/2020 5:55,5.2,8,4.5,3.5,6,2.5,0,6,0.681819413
4/6/2020 5:55,4.3,9,9,4,2,6,0,9,0.643160845
4/6/2020 5:55,4.4,1,2,1,0,9,0,14,0.608267729
4/6/2020 5:55,2.7,1,3,6,0,10,0,15,0.596582097
4/6/2020 5:55,6.1,0,10,3,10,0,0,16,0.705210366
4/6/2020 5:55,6.8,5,8,10,0,10,0,18,0.615532595
4/6/2020 6:00,4.2,1,9,8,0,3,0,2,0.592434563
4/6/2020 6:00,1.2,8,0,7,4,10,0,3,0.376872613
4/6/2020 6:00,6,4,8.5,3.5,0,6.5,0,8,0.541759105
4/6/2020 6:00,4.2,0,2,1,0,10,0,12,0.61827928
4/6/2020 6:00,4.6,7,1,1,0,6,1,14,0.608267729
4/6/2020 6:00,7.3,6.5,3.5,2,0,6.5,0,19,0.54616707
4/6/2020 6:05,1.8,6,6,1,7.5,5.5,0,6,0.680607171
4/6/2020 6:05,4.9,0,9,6,0,3,0,8,0.541759105
4/6/2020 6:05,4.4,10,10,6,3,3,0,9,0.641476674
4/6/2020 6:05,2.8,5,8,4,0,8,0,14,0.608267729
4/6/2020 6:05,4.9,9,9,5,10,4,0,16,0.705592628
4/6/2020 6:10,0.3,4,6.5,5.5,6,5,0,3,0.376930466
4/6/2020 6:10,4.6,2,7,4,0,9,0,6,0.680607171
4/6/2020 6:10,1.7,6,7,6,0,8,0,8,0.538829731
4/6/2020 6:10,5.3,0,9,7,1,4,0,9,0.64089691
4/6/2020 6:10,1.9,10,10,3,7,10,1,11,0.753645194
4/6/2020 6:10,2.9,4,0,5,0,5,0,15,0.596687708
4/6/2020 6:10,2.4,5,0,1,10,3,0,16,0.704681637
4/6/2020 6:10,5.6,7,10,7,0,10,0,19,0.54616707
4/6/2020 6:15,8.1,1,7,7,0,1,0,2,0.591945814
4/6/2020 6:15,5.2,3,10,1,6,10,0,3,0.377446266
4/6/2020 6:15,3.8,7,6.5,4.5,9,6,0.5,6,0.680607171
4/6/2020 6:15,3.4,10,1,7,0,5,0,8,0.537286161
4/6/2020 6:15,7.1,9,1,6,2,9,0,9,0.64089691
4/6/2020 6:15,4.1,3,6,1,0,10,0,10,0.520232105
4/6/2020 6:15,6.2,3.5,5,10,0,6.5,0,14,0.608267729
4/6/2020 6:15,6.9,6,3,10,0,5,0,19,0.54616707
4/6/2020 6:20,5.4,7,4,7,0,1,0,8,0.536108898
4/6/2020 6:20,4.7,6,3,3,7,8,0,16,0.7004758
4/6/2020 6:25,1.6,10,4,0,4,10,1,1,0.641480474
4/6/2020 6:25,4,1,3,7,0,0,0,2,0.589454096
4/6/2020 6:25,1.5,8.5,7,6.5,7.5,3,0,3,0.369326664
4/6/2020 6:25,2.2,9,10,2,4,9,0,5,0.732787316
4/6/2020 6:25,5,6,0,10,0,10,0,9,0.639472761
4/6/2020 6:25,4.6,6,9.5,7,0,5,0,15,0.595188216
4/6/2020 6:25,3.2,0,0,7,7,10,0,16,0.7004758
4/6/2020 6:30,7.5,10,10,0,10,2,0,1,0.641371545
4/6/2020 6:30,2.4,0,9,10,0,9,0,2,0.587707114
4/6/2020 6:30,0.3,2,8,10,0,9,0,3,0.369326664
4/6/2020 6:30,3.8,0.5,5,3,8,5.5,0,5,0.730431053
4/6/2020 6:30,2.2,0.5,9,7,3.5,3.5,0,6,0.677684347
4/6/2020 6:30,5.2,4,7,4,0,2,0,10,0.520232105
4/6/2020 6:30,4,6,6,7,0,3,0,13,0.546312423
4/6/2020 6:30,3.4,3,6,8,0,2.5,0,15,0.591359958
4/6/2020 6:30,5.3,10,0,3,9,0,0,16,0.7004758
4/6/2020 6:35,0.2,0,3,5,1,6,0,3,0.369326664
4/6/2020 6:35,4.6,4.5,5.5,7,0,8.5,0,8,0.534757604
4/6/2020 6:35,2.4,4,10,9,0,8,0,10,0.52084327
4/6/2020 6:35,2.9,0,8,9,0,10,0,14,0.608267729
4/6/2020 6:35,1.4,5,6,10,0,10,0,15,0.591359958
4/6/2020 6:40,5.8,5,1,9,0,1,0,1,0.641371545
4/6/2020 6:40,5.3,10,10,0,0,10,0,2,0.587707114
4/6/2020 6:40,0.8,10,4,6,0,10,0,3,0.369326664
4/6/2020 6:40,3.8,3,9,7,10,0,0,9,0.639472761
4/6/2020 6:40,4,4,10,10,0,0,0,12,0.623182088
4/6/2020 6:40,7,5,4,3,0,6,0,15,0.590587542
4/6/2020 6:40,5.7,4,1,7,0,7,0,17,0.578011824
4/6/2020 6:45,2.6,5,4,5,8,4,0,6,0.677684347
4/6/2020 6:45,3.4,2,4,10,0,2,0,8,0.536075207
4/6/2020 6:45,1.8,0,7,10,9,9,0,9,0.639472761
4/6/2020 6:45,5.6,1,5,9,0,0,0,15,0.590587542
4/6/2020 6:45,6.1,7,2,3,4,4,0,16,0.697679501
4/6/2020 6:50,4.4,5,3,2,1,8,0,1,0.641371545
4/6/2020 6:50,7.6,5,5,6,0,3,0,4,0.656354842
4/6/2020 6:50,7.6,8,7,6,3,8,0,6,0.675498367
4/6/2020 6:50,5.9,1,8,5,0,6,0,8,0.536075207
4/6/2020 6:50,5.6,7.5,5.5,5,0,10,0,15,0.591220471
4/6/2020 6:50,6.6,9,10,3,0,1,0,18,0.617004295
4/6/2020 6:55,3.8,10,7,0,3,5,0,5,0.730431053
4/6/2020 6:55,5.7,8,4,5,3,2,0,6,0.675498367
4/6/2020 6:55,5.2,8,8,1,0,5,0,8,0.536961365
4/6/2020 6:55,6.9,0,5.5,9,1,5.5,0.5,9,0.637264976
4/6/2020 6:55,4.1,9,1,9,0,1,0,10,0.513007882
4/6/2020 6:55,5.4,10,7,0,0,2,0,15,0.589697926
4/6/2020 6:55,6.3,10,1,9,0,3,0,19,0.540843089
4/6/2020 7:00,3.1,3,7,8,10,5,0,1,0.641371545
4/6/2020 7:00,7.4,5,4.5,3,0,6.5,0,2,0.586066974
4/6/2020 7:00,0.2,7,0,5,7,3,0,3,0.366279489
4/6/2020 7:00,7.3,3,9,7,1,0,1,5,0.72944201
4/6/2020 7:00,3.6,10,7,9,8,10,0,6,0.674928221
4/6/2020 7:00,2.7,0,4,9,0,0,0,7,0
4/6/2020 7:00,6.3,7,7,3,0,6,0,8,0.535638409
4/6/2020 7:00,4.8,7,3,8,1,4,0,9,0.635033542
4/6/2020 7:00,3,1,10,10,0,9,0,15,0.589697926
4/6/2020 7:05,5.3,2,10,1,0,5,0,2,0.583039491
4/6/2020 7:05,6.3,9,7,1,5,10,0,6,0.674623484
4/6/2020 7:05,5.2,2.5,7,7,0,2.5,0,8,0.535638409
4/6/2020 7:05,4.8,9,10,10,3,5,0,9,0.635033542
4/6/2020 7:05,3.4,3,4,7,0,3,0,10,0.513007882
4/6/2020 7:05,5.9,5,2,1,0,10,0,13,0.53330378
4/6/2020 7:05,3.4,3,9,9,0,3,0,15,0.588730182
4/6/2020 7:10,6.6,6,9,7,9,7,0,3,0.36991306
4/6/2020 7:10,3.7,7,0,9,0,2,0,4,0.656354842
4/6/2020 7:10,6.5,10,3,2,10,9,0,6,0.674623484
4/6/2020 7:10,5.1,5.5,6.5,9.5,0,4.5,0,8,0.535638409
4/6/2020 7:10,6.5,6.5,5,5.5,7,6,0,9,0.633481197
4/6/2020 7:10,5.2,3,10,4,0,2,0,12,0.622122348
4/6/2020 7:10,1.5,6,7,9,0,0,0,14,0.607608978
4/6/2020 7:10,3.8,9,5,1,0,3,0,17,0.578011824
4/6/2020 7:10,6,10,2,3,0,4,0,18,0.610430036
4/6/2020 7:10,5.1,4,4,6,0,8,0,19,0.539810552
4/6/2020 7:15,4,5,4,8,2,2,0,1,0.639950471
4/6/2020 7:15,6.2,6,0,10,0,10,0,2,0.583213552
4/6/2020 7:15,0.7,6.5,5.5,5,5,1.5,0,3,0.369519422
4/6/2020 7:15,4.8,3,6,10,1,10,0,6,0.674623484
4/6/2020 7:15,5.2,1,3,3,0,1,0,8,0.535638409
4/6/2020 7:15,5.7,10,0,6,10,9,1,9,0.633481197
4/6/2020 7:15,3.3,6,3,4,0,9,0,10,0.513007882
4/6/2020 7:15,6.1,2,10,9,0,0,0,14,0.607608978
4/6/2020 7:15,4.5,9.5,4.5,3.5,0,8,0,15,0.587174222
4/6/2020 7:20,5.9,5,0,9,0,3,0,2,0.581541799
4/6/2020 7:20,6.4,6,8.5,6.5,8,6,0,3,0.369519422
4/6/2020 7:20,1.9,1,6,5,0,8,0,4,0.650556004
4/6/2020 7:20,3.3,6,4,7,10,3,0,6,0.674623484
4/6/2020 7:20,4.4,4,6,1,0,10,0,8,0.535638409
4/6/2020 7:20,3.7,3,10,4,10,10,0,9,0.63277388
4/6/2020 7:20,5.7,3,4,10,9,0,0,16,0.695935543
4/6/2020 7:20,1.1,3,2,1,0,3,0,17,0.578011824
4/6/2020 7:25,6,5,6.5,7.5,0,7,0,2,0.581541799
4/6/2020 7:25,0,6,4.5,7,7.5,3,0,3,0.385088538
4/6/2020 7:25,7.4,6,7,7.5,5,7,0,6,0.674623484
4/6/2020 7:25,6.5,9,8,9,0,4,0,9,0.63277388
4/6/2020 7:25,3,10,9,9,1,10,0,11,0.741436992
4/6/2020 7:25,3,10,0,3,0,6,0,12,0.619597256
4/6/2020 7:25,6.5,1.5,4.5,4,0,6.5,0,14,0.607608978
4/6/2020 7:25,2.2,1,6,6,0,4,0,15,0.585285647
4/6/2020 7:30,3.5,4,0.5,8,3.5,5.5,0,6,0.67496735
4/6/2020 7:30,6.2,8,4,5,0,1,0,8,0.532766624
4/6/2020 7:30,5.8,2,8,7,8,4,0,9,0.63277388
4/6/2020 7:30,3.6,0,9,5,0,10,1,14,0.607608978
4/6/2020 7:30,3.7,7,10,10,0,7,0,15,0.585285647
4/6/2020 7:30,5.8,6,6,3,0,8,0,19,0.539810552
4/6/2020 7:35,3.6,6,9,4,0,5,0,2,0.580306737
4/6/2020 7:35,2.5,6,2,5,9,1,0,3,0.38240073
4/6/2020 7:35,4.2,4,1,8,3,4,0,6,0.67496735
4/6/2020 7:35,5.7,5.5,4.5,7.5,3,7.5,0,9,0.63277388
4/6/2020 7:35,1.4,7,10,8,0,10,0,10,0.513007882
4/6/2020 7:35,3.4,4,5,7,0,6,0,15,0.585285647
4/6/2020 7:35,2.6,8,10,1,1,10,0,16,0.692396406
4/6/2020 7:40,1.8,4,2.5,1.5,5,10,0,1,0.639092847
4/6/2020 7:40,6,3.5,4,8.5,6.5,4.5,0,6,0.67496735
4/6/2020 7:40,5,6,6,9,0,6,0,8,0.532766624
4/6/2020 7:40,4,5,2,2,0,3,0,14,0.606684925
4/6/2020 7:40,3,10,3,9,0,5,0,15,0.585285647
4/6/2020 7:45,4.1,6,8,6,5,8.5,0,6,0.674858749
4/6/2020 7:45,6.7,4.5,8,6.5,0,5.5,0,8,0.532367101
4/6/2020 7:45,2.9,10,5,1,0,4,0,10,0.513007882
4/6/2020 7:45,5.5,10,4,10,0,7,0,13,0.53330378
4/6/2020 7:45,6.2,0,10,1,2,10,0,16,0.692396406
4/6/2020 7:45,5.5,8,9,1,0,2,0,17,0.572918568
4/6/2020 7:50,0.2,7,3,10,6,2,1,3,0.376002362
4/6/2020 7:50,4.2,0,2.5,2,0,9,0,12,0.614853506
4/6/2020 7:50,4.7,5.5,5.5,7.5,0,1.5,0,14,0.606684925
4/6/2020 7:50,1.6,6.5,0.5,7.5,0,2.5,0,15,0.585285647
4/6/2020 7:50,5.4,6,9,0,0,10,1,19,0.530647454
4/6/2020 7:55,4.1,5.5,4,6,4,5,0.5,6,0.674046661
4/6/2020 7:55,3.3,3,0,1,10,9,0,9,0.629972281
4/6/2020 7:55,3.2,7,6,7,0,0,0,10,0.508593045
4/6/2020 7:55,3.1,3,10,4,0,3,0,15,0.585285647
4/6/2020 7:55,4.4,2,6,7,6,8,0,16,0.692396406
4/6/2020 7:55,5.6,3,9,1,0,5,0,19,0.530647454
4/6/2020 8:00,0.4,6,6,10,10,4,0,3,0.374890632
4/6/2020 8:00,0.2,1,6,4,0,8,0,4,0.651422532
4/6/2020 8:00,2.7,6,10,2,0,4,0,8,0.530273289
4/6/2020 8:00,6.6,10,10,9,0,4,0,13,0.53330378
4/6/2020 8:05,3.9,6,4,7,10,0,0,1,0.640348498
4/6/2020 8:05,6.7,10,5,2,0,7,0,8,0.530273289
4/6/2020 8:05,5.6,5,10,3,10,3,0,9,0.629972281
4/6/2020 8:05,4,10,10,10,0,8,0,14,0.606684925
4/6/2020 8:10,5.8,2,4,8,0,6,0,2,0.576772477
4/6/2020 8:10,0,6,0,7,6.5,2.5,0,3,0.377021514
4/6/2020 8:10,0.4,7,2,1,0,4,0,4,0.651422532
4/6/2020 8:10,7.5,7,8,3,8,0,0,6,0.673263973
4/6/2020 8:10,4.9,8,10,10,0,10,0,8,0.527086416
4/6/2020 8:10,5.3,0,7,9,0,2,0,14,0.606684925
4/6/2020 8:15,3.6,9,10,10,0,5,0,2,0.575159886
4/6/2020 8:15,7.1,8,5,6,9,6,0,5,0.720519249
4/6/2020 8:15,5.6,2,5,5,1,2,0,9,0.629972281
4/6/2020 8:15,4.9,9,9,10,10,10,0,11,0.730609756
4/6/2020 8:15,2.9,10,0,8,0,4,0,15,0.58712654
4/6/2020 8:15,2.2,10,6,1,10,2,0,16,0.689768831
4/6/2020 8:20,4.1,4,10,10,9,10,0,1,0.640348498
4/6/2020 8:20,4.3,5,1,4,0,7,0,2,0.575159886
4/6/2020 8:20,0.8,5.5,6.5,6,10,6.5,0,3,0.380469966
4/6/2020 8:20,6.6,6,7,10,0,7,0,9,0.629972281
4/6/2020 8:20,6.1,10,2,9,0,4,0,14,0.604497163
4/6/2020 8:25,4.1,5,0.5,5,0,6,0,2,0.577534011
4/6/2020 8:25,0.5,4,4,5,3,1,0,3,0.378762627
4/6/2020 8:25,3,3.5,2.5,7,7.5,6.5,0,6,0.673263973
4/6/2020 8:25,4.4,0,10,10,0,1,0,8,0.521866601
4/6/2020 8:25,3.4,8,2,5,4,4,0,9,0.629779393
4/6/2020 8:25,3,2,2,8,0,2,0,13,0.521040411
4/6/2020 8:25,4.6,8,0,4,0,4,0,15,0.586228897
4/6/2020 8:25,5.3,1,0,10,10,4,0,16,0.690069295
4/6/2020 8:25,3.4,6,5,1,0,4,1,17,0.572918568
4/6/2020 8:25,4.5,3,4,4,0,4,0,18,0.604277441
4/6/2020 8:30,4.8,0,5,10,5,7,0,1,0.642936048
4/6/2020 8:30,3.9,6,5,10,0,6,0,5,0.719641874
4/6/2020 8:30,4.8,9.5,8.5,2,5,5,0.5,6,0.67304197
4/6/2020 8:30,7,0,1,10,0,0,0,8,0.521866601
4/6/2020 8:30,4.1,1.5,8.5,5,0,5,0,10,0.504327538
4/6/2020 8:30,3.7,3,8,5,0,3,1,13,0.517651668
4/6/2020 8:30,7.4,1,1,10,0,0,0,14,0.604497163
4/6/2020 8:30,1,1,5,3,0,0,0,18,0.604277441
4/6/2020 8:35,0,1,6,8,6,1,0,3,0.391128109
4/6/2020 8:35,2.5,4,3,0,5,4,1,6,0.67304197
4/6/2020 8:35,5.3,5,6,0,0,1,0,8,0.518291267
4/6/2020 8:35,3.4,8,10,0,4,4,0,9,0.629779393
4/6/2020 8:35,3.8,0,0,10,0,7,0,10,0.496896081
4/6/2020 8:35,4.5,2,1,10,0,4,0,13,0.517651668
4/6/2020 8:35,7.1,3,0,4,0,5,0,14,0.604497163
4/6/2020 8:35,3.4,0,2,9,0,0,0,15,0.586228897
4/6/2020 8:40,5.2,7.5,6.5,2,0,7.5,0,2,0.577347754
4/6/2020 8:40,1.8,0,5,8,8,10,0,3,0.390908583
4/6/2020 8:40,6.9,2,2,1,0,0,0,8,0.517071998
4/6/2020 8:40,2.5,6,3.5,7.5,1,0.5,0,9,0.631268036
4/6/2020 8:40,3.4,5,0,4,0,4,0,14,0.604497163
4/6/2020 8:40,1.4,6,3,0,0,6,0,15,0.586204676
4/6/2020 8:40,5.1,8,6,10,0,10,0,17,0.572974309
4/6/2020 8:40,7.1,8,4,5,0,3,0,18,0.604277441
4/6/2020 8:45,5.7,9,6,0,0,4,0,2,0.577347754
4/6/2020 8:45,0.1,4,0,6,0,10,0,3,0.391332939
4/6/2020 8:45,4.4,3,10,10,9,1,0,5,0.717770375
4/6/2020 8:45,8.1,10,5,8,10,10,0,6,0.672831399
4/6/2020 8:45,3.9,2.5,7,10,0,3,0,8,0.517031559
4/6/2020 8:45,6.8,9,3,9,0,10,0,15,0.583180643
4/6/2020 8:45,4,7,3.5,6.5,0,4.5,0,18,0.604277441
4/6/2020 8:45,1.8,9,1,8,0,9,0,19,0.518242189
4/6/2020 8:50,5.3,3,10,4,0,8,0,2,0.576237979
4/6/2020 8:50,5.2,6,1,0,9,1,0,5,0.714443395
4/6/2020 8:50,4.3,4,6,10,8,4,0,9,0.629071167
4/6/2020 8:50,2.7,0,9,8,0,1,1,10,0.496896081
4/6/2020 8:50,5.6,3,5,8,0,8,0,15,0.583180643
4/6/2020 8:50,5.7,8,3,8,0,1,0,19,0.51685042
4/6/2020 8:55,4.5,4,0,10,4,0,0,6,0.669569363
4/6/2020 8:55,5.2,4,10,3,0,3,0,8,0.517876883
4/6/2020 8:55,6,0,10,2,10,4,0,9,0.628656561
4/6/2020 8:55,7.1,10,6,2,0,10,0,18,0.59897402
4/6/2020 9:00,7.3,0,5,6,10,5,0,5,0.71216032
4/6/2020 9:00,6.7,5,0.5,2,0,8,0,14,0.604675344
4/6/2020 9:00,6.3,1,4,10,0,1,0,17,0.564073105
4/6/2020 9:00,4.4,2,3,3,0,0,0,19,0.514289386
4/6/2020 9:05,5.8,7,9,2,0,0,0,2,0.571554783
4/6/2020 9:05,0,9,10,1,8,3,0,3,0.392346035
4/6/2020 9:05,6,1,5,10,10,4,1,5,0.71216032
4/6/2020 9:05,2.1,10,6,6,1,4,0,6,0.668734133
4/6/2020 9:05,5.2,0,2,9,0,6,0,8,0.518066406
4/6/2020 9:05,6.4,2,7,5,7,5.5,0.5,9,0.628656561
4/6/2020 9:05,5.4,0,2,7,0,10,0,12,0.614853506
4/6/2020 9:05,1.8,5,4,2,0,5,0,17,0.564073105
4/6/2020 9:10,1.8,8,7,3,0,9,0,2,0.571109268
4/6/2020 9:10,0.6,6,0,10,10,2,0,3,0.388465623
4/6/2020 9:10,8,6,10,8,4,9,0,5,0.713539721
4/6/2020 9:10,3.4,1,4,5,7,0,0,6,0.668734133
4/6/2020 9:10,2.9,9,8,1,6,7,0,9,0.627941938
4/6/2020 9:10,5.6,5,9,7,0,2,0,10,0.496896081
4/6/2020 9:10,2.4,5,6,0,0,10,0,11,0.728726238
4/6/2020 9:10,5.3,4,10,0,0,10,0,12,0.614853506
4/6/2020 9:10,4.7,10,10,10,0,10,0,14,0.604675344
4/6/2020 9:10,5.6,9,10,6,0,6,0,15,0.584683354
4/6/2020 9:10,3,8.5,4.5,4.5,0,5.5,0.5,18,0.59897402
4/6/2020 9:15,6.3,6,1,6,10,10,0,1,0.641424873
4/6/2020 9:15,7.3,6,9,5,0,2,1,2,0.57350337
4/6/2020 9:15,0.6,0,4,0,0,4,0,3,0.388465623
4/6/2020 9:15,4.2,5.5,5.5,8.5,0,4.5,0,8,0.517146144
4/6/2020 9:15,3.9,10,7,5,2,3,0,9,0.627941938
4/6/2020 9:15,5.4,10,6,4,0,0,0,15,0.586755743
4/6/2020 9:15,5,7,8,8,0,1.5,0.5,19,0.514289386
4/6/2020 9:20,3.8,8,8,1,0,0,0,2,0.572470146
4/6/2020 9:20,1,4,5,2,1,7,0,3,0.393812989
4/6/2020 9:20,8.2,1,0,2,3,3,0,6,0.666269341
4/6/2020 9:20,8.2,8,10,4,10,0,0,9,0.627941938
4/6/2020 9:20,6.9,2,10,8,0,9,0,14,0.604675344
4/6/2020 9:20,3,2.5,6.5,7,0,5,0,15,0.584633868
4/6/2020 9:20,6.7,10,10,10,0,1,0,17,0.559996556
4/6/2020 9:20,3.9,5,6,6,0,9,0,18,0.596971343
4/6/2020 9:25,5,7,7,9,0,8,1,2,0.572284632
4/6/2020 9:25,0,6,6,1,8,1,0,3,0.391321411
4/6/2020 9:25,2.3,1,1,6,0,5,0,13,0.517651668
4/6/2020 9:25,3.4,7.5,9.5,8,0,4,0,15,0.584633868
4/6/2020 9:30,4.8,0,1,3,0,2,0,2,0.572284632
4/6/2020 9:30,2.4,0,9,4,0,0,0,7,0
4/6/2020 9:30,6.4,0,7,2,0,2,0,8,0.514257747
4/6/2020 9:30,5.5,9,2,3,9,4,0,9,0.627941938
4/6/2020 9:30,3.8,5,6,7,0,4,0,12,0.611041307
4/6/2020 9:30,4.5,9,0,5,0,5,0,15,0.584633868
4/6/2020 9:35,5.9,10,4,10,5,6,0,1,0.635463171
4/6/2020 9:35,4.8,6,10,3,0,6,0,2,0.571983791
4/6/2020 9:35,3.4,1.5,6.5,8,0,4.5,0,8,0.510927313
4/6/2020 9:35,9.3,3.5,7.5,2.5,6,4,0,9,0.627607449
4/6/2020 9:35,4.4,2,6,10,0,10,0,13,0.512363114
4/6/2020 9:35,2.2,6,1,2,0,5,0,15,0.584951012
4/6/2020 9:35,5.1,0,5,0,9,10,0,16,0.686399594
4/6/2020 9:35,3.5,10,3,1,0,2,0,18,0.591994581
4/6/2020 9:40,6.9,2,10,8,0,4,1,2,0.571412679
4/6/2020 9:40,0,9,2,7,9,3,0,3,0.39048167
4/6/2020 9:40,3.8,6,9,0,0,7,0,4,0.647325624
4/6/2020 9:40,5,6,10,5,10,2,0,6,0.6637752
4/6/2020 9:40,4.3,0,6,2,6,2,0,16,0.686399594
4/6/2020 9:45,6.5,6,4,7,1,10,0,1,0.635463171
4/6/2020 9:45,6,10,2,10,2,10,0,6,0.662387048
4/6/2020 9:45,3.2,7,10,10,0,0,0,8,0.508917201
4/6/2020 9:45,5,10,10,1,4,6,0,9,0.626884274
4/6/2020 9:45,4.5,7,3.5,2,0,4.5,0,15,0.590182445
4/6/2020 9:50,3.1,8,6,10,0,9,0,2,0.573655531
4/6/2020 9:50,2.7,2,10,10,5,0,0,3,0.387613556
4/6/2020 9:50,5.8,1,7,10,4,10,0,5,0.713582229
4/6/2020 9:50,4.8,6,10,3,1,10,0,6,0.662749806
4/6/2020 9:50,1.5,9,9,2,0,5,0,8,0.513452272
4/6/2020 9:50,4.6,10,1,9,1,3,0,9,0.626884274
4/6/2020 9:50,9,9,10,6,0,6,0,14,0.599139349
4/6/2020 9:50,3.4,3,6,4,5,5.5,0.5,15,0.590182445
4/6/2020 9:50,4.9,6,8,4,0,4,0,18,0.584337123
4/6/2020 9:55,6.8,4,1,10,0,9,0,2,0.573655531
4/6/2020 9:55,0.6,10,1,10,8,1,0,3,0.38598824
4/6/2020 9:55,7.4,1,10,10,3,1,1,6,0.662749806
4/6/2020 9:55,1.9,8,4,6,0,10,1,12,0.611041307
4/6/2020 9:55,3.7,1,8,10,0,2,0,13,0.512363114
4/6/2020 9:55,3,10,10,10,0,6,0,15,0.590182445
4/6/2020 9:55,5.3,2,6,7,0,9,0,18,0.584337123
4/6/2020 10:00,8.6,0,0,4,1,3,0,1,0.626292099
4/6/2020 10:00,2.6,4,1,1,0,10,0,2,0.574695026
4/6/2020 10:00,0.1,4,5,9,0,7,0,3,0.387192787
4/6/2020 10:00,5.3,9,10,6,0,10,0,4,0.647325624
4/6/2020 10:00,2.7,7,7,1,0,4,0,8,0.511591694
4/6/2020 10:00,2.3,4,2.5,6,8.5,3.5,0,9,0.626884274
4/6/2020 10:00,6.6,1,10,5,0,5,0,10,0.485609424
4/6/2020 10:00,1.6,6.5,2,10,0,3,0,15,0.589720333
4/6/2020 10:00,6.8,5,2,1,5,8,0,16,0.684958964
4/6/2020 10:05,2.4,0,0,10,9,2,0,9,0.625673359
4/6/2020 10:05,6.1,8,6,1,0,5,0,16,0.686943042
4/6/2020 10:10,5.9,1,10,0,0,1,1,2,0.573237468
4/6/2020 10:10,0.8,5,0,1,8,3,0,3,0.37900968
4/6/2020 10:10,6.7,9,5,2,0,8,0,8,0.510773809
4/6/2020 10:10,4.8,5,7,2,0,1,0,14,0.598332373
4/6/2020 10:10,2.9,1,10,7,0,1,0,15,0.589720333
4/6/2020 10:10,4.4,2,9,6,0,7,0,17,0.553416746
4/6/2020 10:10,4.3,6,7,0,0,10,0,18,0.584337123
4/6/2020 10:15,6.7,5,7,0,0,8,0,2,0.570949354
4/6/2020 10:15,5.9,9,4,10,9,2,0,5,0.712344285
4/6/2020 10:15,6.3,4,0,7,5,4,0,16,0.686943042
4/6/2020 10:15,3.5,6,4.5,0,0,0,0,18,0.583398365
4/6/2020 10:15,3.9,9,3,2,0,1,0,19,0.526647725
4/6/2020 10:20,4,7,2,9,9,2,0,6,0.660386872
4/6/2020 10:20,6,4,8,10,0,10,0,8,0.506778835
4/6/2020 10:20,3.7,5,2,8.5,5.5,5,0,9,0.622531419
4/6/2020 10:20,2.9,1,8,2,0,2,0,15,0.588426186
4/6/2020 10:20,4.5,5,9,5.5,5,10,0,16,0.686943042
4/6/2020 10:20,5.5,2.5,6,6,0,3,0,17,0.553416746
4/6/2020 10:25,2.4,9,2,2,9,10,0,1,0.626292099
4/6/2020 10:25,3.4,0,8,9,3,1,0,6,0.660386872
4/6/2020 10:25,5.3,3,2,8,1,9,0,8,0.506778835
4/6/2020 10:25,5.2,10,8,1,1,4,0,9,0.623682227
4/6/2020 10:25,5.6,4,0,7,0,9,0,10,0.485609424
4/6/2020 10:25,4.6,4,9.5,6.5,0,9,0,15,0.588806323
4/6/2020 10:25,5.8,8,0.5,1.5,8,2.5,0,16,0.686943042
4/6/2020 10:25,2.9,7,9,10,0,3,0,18,0.583398365
4/6/2020 10:30,0.5,3,7,0,0,8,0,3,0.376424476
4/6/2020 10:30,4,10,3.5,6,5,8.5,0,6,0.660386872
4/6/2020 10:30,5.3,7.5,4,5.5,3,1.5,0,9,0.623682227
4/6/2020 10:30,3.1,3,1,0,0,4,0,10,0.485609424
4/6/2020 10:30,5.1,4,2,5,2,4,0,16,0.686943042
4/6/2020 10:35,0.9,7,9,10,4,7,0,3,0.370677045
4/6/2020 10:35,3.9,3,4.5,6.5,8.5,6.5,0,6,0.662389924
4/6/2020 10:35,3.9,5,9,10,0,2,0,10,0.485609424
4/6/2020 10:35,3.1,5,10,8,0,1,0,12,0.608204637
4/6/2020 10:35,3.4,10,4,0,0,1,0,15,0.589472728
4/6/2020 10:40,5.4,6,8,2,5,8,0,6,0.660437659
4/6/2020 10:40,4.5,7,3,1,0,1,0,8,0.506778835
4/6/2020 10:40,1.2,8,4,7,2,7,0,9,0.623442528
4/6/2020 10:40,1.4,4,0,5,0,5,0,15,0.589472728
4/6/2020 10:40,6.4,1,5,4,0,10,0,17,0.553416746
4/6/2020 10:45,5,2,9,9,6,0,0,1,0.624826107
4/6/2020 10:45,1.6,7,1,7,0,5,0,2,0.569324804
4/6/2020 10:45,0.2,10,3,9,9,5,0,3,0.37195023
4/6/2020 10:45,5.6,2,7,7,0,9,0,8,0.503960955
4/6/2020 10:45,2.8,8,10,0,0,8,0,14,0.597494643
4/6/2020 10:45,6.5,4,8,8,0,3,0,15,0.589472728
